id,Model Anger,Model Offensive,Model Hate,First Human Annotator Anger,First Human Annotator Offensive,First Human Annotator Hate,Second Human Annotator Anger,Second Human Annotator Offensive,Second Human Annotator Hate
1243723499396612106,1,0,0,1,0,0,1,0,0
1243538962683236354,0,0,0,0,0,0,0,0,0
1243306367865110528,0,0,0,0,0,0,0,0,0
1242958949109731328,0,0,0,1,0,0,1,0,0
1245585545331273729,1,0,0,1,0,0,1,0,0
1245010392335691779,1,0,0,0,0,0,0,0,0
1246472280785465344,0,0,0,0,0,0,0,0,0
1244940506133680128,0,0,0,0,0,0,0,0,0
1245912349262974981,0,0,0,0,0,0,0,0,0
1246288937766637569,0,0,0,0,0,0,0,0,0
1246108203101937666,0,0,0,0,0,0,0,0,0
1245843201212264450,0,0,0,0,0,0,0,0,0
1246139478160408578,0,0,0,0,0,0,0,0,0
1245357405854224385,0,0,0,0,0,0,0,0,0
1245119032736563206,0,0,0,0,0,0,0,0,0
1245891753372045312,0,0,0,0,0,0,0,0,0
1245448610835095553,0,0,0,0,0,0,0,0,0
1244076820787425280,0,0,0,0,0,0,0,0,0
1245699001120436229,0,0,0,0,0,0,0,0,0
1245007041862733824,0,0,0,0,0,0,0,0,0
1245459968188391424,0,0,0,0,0,0,0,0,0
1245059414383525894,0,0,0,0,0,0,0,0,0
1245794126605340672,0,0,0,0,0,0,0,0,0
1244295497461796864,0,0,0,0,0,0,0,0,0
1247988116851290115,1,0,0,1,0,0,0,0,0
1248469637387268096,0,0,0,0,0,0,0,0,0
1247062105171296256,0,0,0,1,0,0,1,0,0
1248884893087498242,0,0,0,0,0,0,0,0,0
1247124142626729985,0,0,0,0,0,0,0,0,0
1247926274468831232,0,0,0,0,0,0,0,0,0
1248688881651920904,0,0,0,0,0,0,0,0,0
1248813528758341633,0,0,0,0,0,0,0,0,0
1246968115273117697,0,0,0,0,0,0,0,0,0
1247982461054627841,0,0,0,0,0,0,0,0,0
1247555468144173058,0,0,0,1,0,0,1,0,0
1248766604587995138,1,0,0,1,0,0,1,0,0
1248327540789465089,0,0,0,0,0,0,0,0,0
1248574732678631427,0,0,0,0,0,0,0,0,0
1249016572498280453,0,0,0,0,0,0,0,0,0
1249013426107678720,0,0,0,0,0,0,0,0,0
1246991534152495104,0,0,0,0,0,0,0,0,0
1247648603897724928,0,0,0,0,0,0,0,0,0
1247989416704049155,0,0,0,0,0,0,0,0,0
1248760277493075968,0,0,0,0,0,0,0,0,0
1249863958326128642,0,0,0,0,0,0,0,0,0
1249560078446923776,0,0,0,0,0,0,0,0,0
1251542762144464896,1,0,0,1,0,0,1,0,0
1250612429815455745,0,0,0,0,0,0,0,0,0
1250787474785226755,1,0,0,0,0,0,1,0,0
1251318722947620866,1,0,0,1,1,0,1,1,0
1250487072974127105,1,0,0,0,0,0,0,0,0
1249769996030533634,0,0,0,0,0,0,0,0,0
1250091510676312066,0,0,0,0,0,0,0,0,0
1251046133637447680,1,0,0,1,0,0,1,0,0
1249224213581516800,0,0,0,0,0,0,0,0,0
1249691221754130436,0,0,0,0,0,0,0,0,0
1251144030496280581,0,0,0,0,0,0,0,0,0
1250795190090170368,0,0,0,0,0,0,0,0,0
1251499020457033728,0,0,0,0,0,0,0,0,0
1250527963398860800,0,0,0,0,0,0,0,0,0
1250533518876323840,0,0,0,0,0,0,0,0,0
1249918450476220422,0,1,0,0,1,0,0,1,0
1249723586321014785,1,0,0,1,0,0,1,0,0
1250118865583067136,0,0,0,0,0,0,0,0,0
1254080604020314115,0,0,0,0,0,0,0,0,0
1254132044025622528,1,0,0,1,0,0,1,0,0
1253124460133126145,0,0,0,0,0,0,0,0,0
1253393049868210177,0,0,0,0,0,0,0,0,0
1253413251053805569,0,0,0,0,0,0,0,0,0
1251730977308712961,0,0,0,0,0,0,0,0,0
1253830903043850241,1,0,0,1,0,0,1,0,0
1252071210587787264,1,0,1,1,0,1,1,0,1
1253454218377256961,0,0,0,0,0,0,0,0,0
1253907169042366464,1,0,0,1,0,0,1,0,0
1252239728683831299,0,0,0,1,1,0,1,1,0
1254153759061573632,1,0,0,1,0,0,1,0,0
1251964945916452873,1,0,1,1,0,1,1,0,1
1252622449683939328,0,0,0,0,0,0,0,0,0
1253415014511210506,1,0,0,1,0,0,1,0,0
1252947370104537088,0,0,0,0,0,0,0,0,0
1253034607395647488,0,0,0,0,0,0,0,0,0
1251768719811977219,0,0,0,0,0,0,0,0,0
1253343404420980736,0,0,0,0,0,0,0,0,0
1252134277971509248,1,0,0,1,0,0,1,0,0
1255840305313656833,0,0,0,0,0,0,0,0,0
1255902655806951424,0,0,0,0,0,0,0,0,0
1255675541337919489,0,0,0,0,0,0,0,0,0
1255465021431316485,0,0,0,0,0,0,0,0,0
1255300770347585537,0,0,0,0,0,0,0,0,0
1255763663924809729,0,0,0,0,0,0,0,0,0
1254888548160819200,1,0,0,1,0,0,1,0,0
1256723186743459841,0,0,0,0,0,0,0,0,0
1256250171677200384,1,0,0,0,0,0,0,1,0
1254817385367953408,1,0,0,1,0,0,1,0,0
1256674862313222145,0,0,0,0,0,0,0,0,0
1255710483879014400,1,1,0,0,0,0,1,1,0
1254389491390955520,0,0,0,0,0,0,0,0,0
1254249282602967040,0,0,0,0,0,0,0,0,0
1254305226292514817,0,0,0,0,0,0,0,0,0
1255197284788252673,0,0,0,0,0,0,0,0,0
1255651752130609154,0,0,0,0,0,0,0,0,0
1254808142329843712,0,0,0,0,0,0,0,0,0
1254938775844782082,0,0,0,0,0,0,0,0,0
1256611820913274882,0,0,0,0,0,0,0,0,0
1259107340969742336,0,0,0,0,0,0,0,0,0
1258779917447237633,0,0,0,0,0,0,0,0,0
1259211417778917376,1,1,0,1,1,0,0,1,0
1257369768769847298,0,0,0,0,0,0,0,0,0
1258916925746196480,0,0,0,0,0,0,0,0,0
1256781041760690182,0,0,0,0,0,0,0,0,0
1258063981983469571,0,0,0,0,0,0,0,0,0
1257789345714466816,1,0,0,0,0,0,0,0,0
1258332262501883917,0,0,0,0,0,0,0,0,0
1258694575377379329,0,0,0,0,0,0,0,0,0
1257727586299375621,0,0,0,0,0,0,0,0,0
1257488200924348419,0,0,0,0,0,0,0,0,0
1257609132972167168,0,0,0,0,0,0,0,0,0
1258246465325084672,1,0,0,1,0,0,1,0,0
1257751914122534912,0,0,0,0,0,0,0,0,0
1258189056455766017,1,0,0,0,0,0,0,0,0
1257346983293005825,0,0,0,0,0,0,0,0,0
1258952819572453377,0,0,0,0,0,0,0,0,0
1257088140550037506,0,0,0,0,0,0,0,0,0
1257835490277023744,0,0,0,0,0,0,0,0,0
1261504051209842689,0,1,1,0,1,1,0,1,1
1261790185009942531,0,0,0,0,0,0,0,0,0
1260282213687590914,0,0,0,0,0,0,0,0,0
1261742487292567552,0,0,0,0,0,0,0,0,0
1260610110453362688,0,0,0,0,0,0,0,0,0
1261383483806507008,0,0,0,0,0,0,0,0,0
1260239479828348934,0,0,0,0,0,0,0,0,0
1260275492046790656,0,0,0,0,0,0,0,0,0
1260320785199034368,0,0,0,0,0,0,0,0,0
1260985736150446080,0,0,0,0,0,0,0,0,0
1261289357857734656,1,0,0,1,0,0,1,0,0
1260106645683802112,0,0,0,0,0,0,0,0,0
1259964928443609088,0,0,0,0,0,0,0,0,0
1261349052077051904,0,0,0,0,0,0,0,0,0
1260582359222702082,0,0,0,0,0,0,0,0,0
1260979748605435906,1,0,0,0,0,0,0,0,0
1261122253363822592,1,0,0,1,0,0,1,0,0
1261036707014750214,0,0,0,0,0,0,0,0,0
1261081766976241665,0,0,0,0,0,0,0,0,0
1259836461786042368,0,0,0,0,0,0,0,0,0
1262256496148168704,0,0,0,0,0,0,0,0,0
1263077548495384578,1,0,0,0,0,0,0,0,0
1261849334536040449,0,0,0,0,0,0,0,0,0
1263093426062372865,0,0,0,0,0,0,0,0,0
1262359234899070977,0,0,0,0,0,0,0,0,0
1262142697789444096,0,0,0,0,0,0,0,0,0
1262810979341131776,0,0,0,0,0,0,0,0,0
1263045253436760068,0,0,0,0,0,0,0,0,0
1263176405489119232,0,0,0,0,0,0,0,0,0
1262907254262489088,0,0,0,1,0,0,1,0,0
1263783981469904897,0,0,0,0,0,0,0,0,0
1262163556243591170,0,0,0,0,0,0,0,0,0
1262334550547496960,0,0,0,0,0,0,0,0,0
1262907078538125312,0,0,0,0,0,0,0,0,0
1262599747530928133,1,0,0,0,0,0,1,0,0
1263161181201502208,0,0,0,0,0,0,0,0,0
1262796648046047233,0,0,0,0,0,0,0,0,0
1262035786943172610,0,0,0,0,0,0,0,0,0
1262598343416352768,0,0,0,0,0,0,0,0,0
1263513991793557508,1,1,1,1,1,1,1,1,1
1265482977821114370,0,0,0,0,0,0,0,0,0
1265393300959227910,0,0,0,0,0,0,0,0,0
1265401917816975361,0,0,0,0,0,0,0,0,0
1265357141789102080,0,0,0,0,0,0,0,0,0
1266053387164045312,1,0,0,1,0,0,1,0,0
1266015316775243776,0,0,0,0,0,0,0,0,0
1266055615245438977,0,0,0,1,0,0,1,0,0
1265762794005164032,0,0,0,0,0,0,0,0,0
1266082250699018240,0,0,0,0,0,0,0,0,0
1266532802972925952,1,0,0,1,0,0,1,0,0
1266574426742669315,1,1,1,1,1,1,1,1,1
1266730614683811842,0,0,0,0,0,0,0,0,0
1265988089761222657,0,0,0,0,0,0,0,0,0
1266107251070296064,1,0,1,1,0,1,1,0,1
1266065984571551744,0,0,0,0,0,0,0,0,0
1266795416231665664,0,0,0,0,0,0,0,0,0
1264615387376652288,0,0,0,0,0,0,0,0,0
1265680701724266500,1,0,1,1,0,0,1,0,1
1266783625892241409,1,0,0,1,0,0,1,0,0
1265296676274593795,0,0,0,0,0,0,0,0,0
1268755361605079040,0,0,0,0,0,0,0,0,0
1268702190790721536,0,0,0,0,0,0,0,0,0
1269397110069194752,1,1,0,1,1,1,1,1,0
1268290600425701376,1,1,0,1,1,0,1,1,0
1267282543843385345,1,0,1,1,0,1,1,0,1
1269417929352904704,1,1,0,0,1,0,0,1,0
1268205846342721538,1,1,1,1,1,1,1,1,1
1267337989656440832,0,0,0,0,0,0,0,0,0
1268100065945518080,0,0,0,0,0,0,0,0,0
1267591915840565248,0,0,0,0,0,0,0,0,0
1267329289558646786,1,0,0,1,0,0,1,0,0
1268643613447094272,1,0,0,1,0,0,1,0,0
1268715610331942913,0,0,0,0,0,0,0,0,0
1268580266446065666,0,0,0,1,0,0,1,0,0
1267891865203781633,1,1,0,1,1,0,1,1,0
1267171618863931392,1,0,0,1,0,0,1,0,0
1269077953540960257,0,0,0,0,0,0,0,0,0
1268405542113865728,0,1,0,0,1,0,0,1,0
1269262478887837697,0,0,0,0,0,0,0,0,0
1268445622488584192,1,0,0,1,0,0,1,0,0
1269522064173481989,0,0,0,0,0,0,0,0,0
1270741061426540544,1,0,0,0,0,0,0,0,0
1271076001720696833,0,0,0,0,0,0,0,0,0
1269780025525575687,1,0,0,0,0,0,0,0,0
1270140873926479873,1,0,0,1,0,0,1,0,0
1270660190652657664,0,0,0,0,0,0,0,0,0
1270738692399923202,0,0,0,0,0,0,0,0,0
1270826380888956929,0,0,0,0,0,0,0,0,0
1270052875092127744,0,0,0,0,0,0,0,0,0
1270862212207263745,0,0,0,0,0,0,0,0,0
1270799520436228096,1,0,0,1,1,1,1,0,1
1271159985905565696,0,0,0,0,0,0,0,0,0
1270096231918964738,0,0,0,0,0,0,0,0,0
1270154497483030532,0,0,0,0,0,0,0,0,0
1269512343731335169,0,0,1,0,0,1,0,0,1
1270527803448979459,0,0,0,0,0,0,0,0,0
1269782513691422720,1,0,0,1,0,0,1,0,0
1269453708913500161,1,0,0,1,0,0,1,0,0
1269981497315848193,0,0,0,0,0,0,0,0,0
1270724937406222339,1,0,0,1,0,0,1,0,0
1272283726882304001,1,0,0,1,0,0,1,0,0
1272862398483922946,0,0,0,0,0,0,0,0,0
1274446378190557184,0,0,0,0,0,0,0,0,0
1274453991997374464,0,0,0,0,0,0,0,0,0
1271980479168737280,0,0,0,0,0,0,0,0,0
1274079062995070976,0,0,0,0,0,0,0,0,0
1271997070488920064,0,0,0,0,0,0,0,0,0
1272411535953051649,0,0,0,0,0,0,0,0,0
1272317959340388352,1,1,1,1,1,1,1,1,1
1272979745597034497,1,1,1,1,1,1,0,0,0
1273989981787189255,0,0,0,0,0,0,0,0,0
1274213888649687040,0,0,0,0,0,0,0,0,0
1274322774920695817,1,0,0,1,0,0,1,0,0
1273492426846429184,0,0,0,0,0,0,0,0,0
1273018062791299073,0,0,0,0,0,0,0,0,0
1272308457232719872,0,0,0,0,0,0,0,0,0
1272668105420886016,0,0,0,0,0,0,0,0,0
1272346862335299584,0,0,0,0,0,0,0,0,0
1273272037289496584,0,0,0,0,0,0,0,0,0
1272978729082302465,0,0,0,0,0,0,0,0,0
1277010672015081475,0,0,0,0,0,0,0,0,0
1275451991246790659,0,0,0,0,0,0,0,0,0
1276715697985302528,0,0,0,0,0,0,0,0,0
1275326041754447872,0,0,0,0,0,0,0,0,0
1275115904964034562,0,0,0,0,0,0,0,0,0
1275284385869238272,1,1,0,1,1,0,1,1,0
1275092904705323009,1,0,0,1,0,0,1,0,0
1275441366298836992,0,0,0,0,0,0,0,0,0
1276026707128934401,0,1,1,0,0,0,0,0,0
1275851376359346180,0,0,0,0,0,0,0,0,0
1276678612037578754,0,0,0,0,0,0,0,0,0
1275060936823369728,0,0,0,0,0,0,0,0,0
1276649966195232775,0,0,0,0,0,0,0,0,0
1276668661600669696,0,0,0,0,0,0,0,0,0
1275133856358825984,0,0,0,0,0,0,0,0,0
1275209415952662530,0,0,0,0,0,0,0,0,0
1275190543887155206,1,1,1,1,1,1,1,1,1
1275410995259695104,1,1,0,1,1,0,1,1,0
1275608732198559744,1,1,1,1,1,1,1,1,1
1275210435722182656,0,0,0,0,0,0,0,0,0
1277630129699786755,0,0,0,0,0,0,0,0,0
1278851335786397696,1,0,0,1,0,0,0,0,0
1279062352416124928,0,0,0,0,0,0,0,0,0
1277426713874493440,0,0,0,0,0,0,0,0,0
1278943982370713601,0,0,0,0,0,0,0,0,0
1278357143922659328,0,0,0,0,0,0,0,0,0
1277096439168987136,1,0,0,1,0,0,1,0,0
1278136566360059905,0,0,0,0,0,0,0,0,0
1278703650685308930,0,0,0,0,0,0,0,0,0
1279234656571756545,0,0,0,0,0,0,0,0,0
1277608871255846912,0,0,0,0,0,0,0,0,0
1278152866515922945,0,0,0,0,0,0,0,0,0
1278799657607426048,0,0,0,0,0,0,0,0,0
1277076548172963840,0,0,0,0,0,0,0,0,0
1278872380526321664,0,0,0,0,0,0,0,0,0
1277244951181643776,1,0,0,1,0,0,1,0,0
1277625607178776576,1,0,0,1,1,1,1,1,0
1278810647686516736,0,0,0,0,0,0,0,0,0
1279399742355759104,0,0,0,0,0,0,0,0,0
1278447436520882176,0,0,0,0,0,0,0,0,0
1280132559716794368,0,0,0,0,0,0,0,0,0
1280391764323430400,0,0,0,0,0,0,0,0,0
1282013414798184448,0,0,0,0,0,0,0,0,0
1279936030595047425,0,0,0,0,0,0,0,0,0
1281076605935181825,0,0,0,1,0,0,1,0,0
1281100010927489024,1,1,1,1,1,1,1,1,1
1280226293540323328,0,0,0,0,0,0,0,0,0
1281044470511927296,0,0,0,0,0,0,0,0,0
1280963006063693830,1,1,0,0,1,0,0,1,0
1281601554038976517,0,0,0,0,0,0,0,0,0
1280905043063959553,1,1,1,1,1,1,1,1,1
1280238463024091137,0,0,1,0,0,1,0,0,1
1282068412714364933,0,0,0,0,0,0,0,0,0
1280478098207768576,0,0,0,0,0,0,0,0,0
1282027936208392192,0,0,0,0,0,0,0,0,0
1279590235836313600,1,1,1,1,1,1,1,1,1
1279953863454478338,0,0,0,0,0,0,0,0,0
1279971694875049984,1,0,0,1,0,0,1,0,0
1282031906289324034,0,0,0,0,0,0,0,0,0
1280001549876387842,0,0,0,0,0,0,0,0,0
1283189095754276864,0,0,0,0,0,0,0,0,0
1282733016465371136,1,0,0,1,0,0,1,0,0
1283154931503869952,0,0,0,0,0,0,0,0,0
1283541413309947905,1,0,0,0,0,0,0,0,0
1284490220113559552,1,0,0,1,0,0,1,0,0
1283430618873749506,0,0,0,0,0,0,0,0,0
1284557161574674433,0,0,0,0,0,0,0,0,0
1282717066802237440,0,0,0,0,0,0,0,0,0
1284597495310323712,0,0,0,0,0,0,0,0,0
1282197452594937856,0,0,0,0,0,0,0,0,0
1284126036268122114,0,0,0,0,0,0,0,0,0
1282424264709136384,0,0,0,0,0,0,0,0,0
1284187973366493186,1,0,0,1,0,0,1,0,0
1284068608893689858,0,0,0,0,0,0,0,0,0
1283181771232702464,0,0,0,0,0,0,0,0,0
1282842324977033216,0,0,0,0,0,0,0,0,0
1282374905430831104,1,0,0,1,0,0,1,0,0
1283022270231793664,0,0,0,0,0,0,0,0,0
1282250898731708417,0,0,0,0,0,0,0,0,0
1283491287845478411,1,0,0,0,0,0,0,0,0
1285330436978282499,1,0,0,1,0,0,1,0,0
1286654634409566214,0,0,0,0,0,0,0,0,0
1286568214067949568,0,0,0,0,0,0,0,0,0
1285761401324294144,0,0,0,0,0,0,0,0,0
1286362575769227265,0,0,0,0,0,0,0,0,0
1285430608072597504,0,0,0,0,0,0,0,0,0
1286807922463379461,0,0,0,0,0,0,0,0,0
1285255790027128837,1,1,1,1,1,1,1,1,1
1286814095061192706,0,0,0,0,0,0,0,0,0
1285627763832107008,0,0,0,0,0,0,0,0,0
1284856753964961792,0,0,0,0,0,0,0,0,0
1285656275313922048,0,0,0,0,0,0,0,0,0
1286383144824901634,0,0,0,0,0,0,0,0,0
1285454876651266048,0,0,0,0,0,0,0,0,0
1286510787071156224,0,0,0,0,0,0,0,0,0
1286051497042677768,0,0,0,0,0,0,0,0,0
1286669268432621570,0,0,0,0,0,0,0,0,0
1286154348142223360,1,0,0,1,0,0,1,0,0
1285618836050522112,0,0,0,0,0,0,0,0,0
1285473430448398336,1,0,0,0,0,0,0,0,0
1289122208015462400,0,0,0,0,0,0,0,0,0
1289049635802161152,0,0,0,0,0,0,0,0,0
1289535994652286976,0,0,0,0,0,0,0,0,0
1287985637728034816,0,0,0,0,0,0,0,0,0
1289421046357962753,1,0,0,1,0,0,1,0,0
1287970948512022528,0,0,0,0,0,0,0,0,0
1287505478327689219,0,0,0,0,0,0,0,0,0
1289362416925585413,0,0,0,1,0,0,1,0,0
1289636086386286598,0,0,0,1,1,0,1,1,0
1287388465240342529,0,0,0,0,0,0,0,0,0
1287279596501471232,0,0,0,0,0,0,0,0,0
1288600748981276673,0,0,0,0,0,0,0,0,0
1289017842189230080,1,1,0,1,1,0,1,1,0
1288886716527337472,0,0,0,0,0,0,0,0,0
1287851851493208064,1,0,0,1,0,0,1,0,0
1287219666910289920,0,0,0,0,0,0,0,0,0
1289509129657053184,1,0,0,1,0,0,1,0,0
1289556762995994624,1,0,0,1,0,0,1,0,0
1287921491317727232,1,0,0,1,0,0,1,0,0
1287626692610031619,0,0,0,0,0,0,0,0,0
1289826322705866753,0,0,0,0,0,0,0,0,0
1290041613952020485,1,1,1,1,1,1,1,1,1
1290456884152016896,0,0,0,0,0,0,0,0,0
1291831137610932225,0,0,0,0,0,0,0,0,0
1290413648968650755,0,0,0,0,0,0,0,0,0
1290685998435692544,0,0,0,0,0,0,0,0,0
1291565743083986945,0,0,0,0,0,0,0,0,0
1290146053988052992,0,0,0,0,0,0,0,0,0
1291476519441891331,1,0,0,1,0,0,0,0,0
1291177447636041729,0,0,0,0,0,0,0,0,0
1291159057034891265,0,0,0,0,0,0,0,0,0
1290496293777764357,0,0,0,0,0,0,0,0,0
1291763474712784896,0,0,0,0,0,0,0,0,0
1292067976330588162,0,0,0,0,0,0,0,0,0
1290810409998417921,0,0,0,0,0,0,0,0,0
1291359182088634368,0,0,1,0,0,1,0,0,1
1290899363011506176,0,0,0,0,0,0,0,0,0
1290435478102081539,0,0,0,0,0,0,0,0,0
1289742514258206720,0,1,0,0,1,0,0,1,0
1290271376474021894,0,0,0,0,0,0,0,0,0
1294464443103969280,0,0,0,0,0,0,0,0,0
1292975632679239682,0,0,0,0,0,0,0,0,0
1294605981301653504,1,0,0,1,0,0,1,0,0
1293889011006599170,0,0,0,0,0,0,0,0,0
1293401950315114497,0,0,0,0,0,0,0,0,0
1293068245327466497,0,0,0,0,0,0,0,0,0
1294734917444616192,0,0,0,0,0,0,0,0,0
1292325205730299904,0,0,0,0,0,0,0,0,0
1292742308681510913,0,0,0,0,0,0,0,0,0
1294282523858485248,0,0,0,0,0,0,0,0,0
1292469116079607808,0,0,0,0,0,0,0,0,0
1294721119988006912,0,1,0,0,1,0,0,1,0
1292859828402962442,0,0,0,0,0,0,0,0,0
1294671741600632832,0,0,0,0,0,0,0,0,0
1293927382521274368,0,0,0,0,0,0,0,0,0
1293657220656148481,0,0,0,0,0,0,0,0,0
1293903251675533312,1,0,0,1,0,0,1,0,0
1294440065532399617,0,0,0,0,0,0,0,0,0
1294690822001168386,0,0,0,0,0,0,0,0,0
1293640907091304448,0,0,0,0,0,0,0,0,0
1296503674596929538,0,0,0,0,0,0,0,0,0
1295487052943941635,1,1,0,1,1,0,1,1,0
1295916426830548993,0,0,0,0,0,0,0,0,0
1296494867330338816,1,0,0,1,0,0,1,0,0
1296918474342580225,1,0,0,1,0,0,1,0,0
1295041132431380480,0,0,0,0,0,0,0,0,0
1295851611227553792,0,0,0,0,0,0,0,0,0
1295935095069716481,0,0,0,0,0,0,0,0,0
1296643833611067392,0,0,0,0,0,0,0,0,0
1295099468908388352,0,0,0,0,0,0,0,0,0
1296624988556898307,1,0,0,1,0,0,0,0,0
1295490317047574529,0,0,0,0,0,0,0,0,0
1295743399203504128,0,0,0,0,0,0,0,0,0
1296590306377252864,0,0,0,0,0,0,0,0,0
1295549259971022851,1,0,0,1,0,0,1,0,0
1297204572604248065,0,0,0,1,0,0,1,0,0
1295361355692642305,0,0,0,0,0,0,0,0,0
1297167490569523205,0,0,0,0,0,0,0,0,0
1295197306959147009,0,0,0,0,0,0,0,0,0
1297263508157943808,0,0,0,1,0,0,1,0,0
1297721757466583042,0,0,0,0,0,0,0,0,0
1299763295226912770,1,0,0,1,0,0,1,0,0
1299497150577926145,0,0,0,0,0,0,0,0,0
1299409516723806208,0,0,0,0,0,0,0,0,0
1297754371283808261,0,0,0,0,0,0,0,0,0
1298469016931991554,0,0,0,0,0,0,0,0,0
1299668970660745217,0,0,0,0,0,0,0,0,0
1298382888015220737,0,0,0,0,0,0,0,0,0
1299155296129110016,0,0,0,0,0,0,0,0,0
1298989650279718912,1,0,0,0,0,0,0,0,0
1299452712757555200,0,0,0,0,0,0,0,0,0
1299538995739721730,0,0,0,0,0,0,0,0,0
1299708853316063239,0,0,0,0,0,0,0,0,0
1298112220606283777,0,0,0,1,0,0,1,0,0
1298750846436405249,1,0,0,1,0,0,1,0,0
1298739445307527169,0,0,0,0,0,0,0,0,0
1298984997513072641,0,0,0,0,0,0,0,0,0
1299093177802973184,0,0,0,0,0,0,0,0,0
1299563452873097216,0,0,0,0,0,0,0,0,0
1298453568236601345,1,0,0,1,0,0,1,0,0
1300148207922499584,0,0,0,0,0,0,0,0,0
1301719816227627008,0,0,0,0,0,0,0,0,0
1302019908549500928,1,0,0,1,0,0,1,0,0
1301724230665539584,1,0,0,0,0,0,0,0,0
1301917381711851520,1,0,0,1,0,0,1,0,0
1301888733877133312,0,0,0,0,0,0,0,0,0
1301645730776412160,0,0,0,0,0,0,0,0,0
1301366338464563200,1,0,0,1,0,0,1,0,0
1300828883953082368,0,0,0,0,0,0,0,0,0
1302266487739015170,0,0,0,0,0,0,0,0,0
1299928669834665984,0,0,0,0,0,0,0,0,0
1301270191112892416,0,0,0,0,0,0,0,0,0
1302006984544342017,1,1,0,1,1,0,1,1,0
1301575730380193792,0,0,0,0,0,0,0,0,0
1301950289096790017,0,0,0,0,0,0,0,0,0
1300733066328117248,1,0,0,1,0,0,1,0,0
1300299026227580930,0,0,0,0,0,0,0,0,0
1300875160732434433,1,0,0,1,0,0,1,0,0
1300308539978645509,0,0,0,0,0,0,0,0,0
1300481536710512640,0,0,0,0,0,0,0,0,0
1303539748791709696,0,0,0,0,0,0,0,0,0
1302981138386837505,0,0,0,0,0,0,0,0,0
1302626909428252672,0,0,0,0,0,0,0,0,0
1303370967775731713,1,0,0,1,0,0,1,0,0
1302488437082091520,0,0,0,0,0,0,0,0,0
1303318603966668800,1,0,0,1,0,0,1,0,0
1303239170366685184,0,0,0,0,0,0,0,0,0
1303292535054499841,0,0,0,0,0,0,0,0,0
1303207914471997440,0,0,0,0,0,0,0,0,0
1303052389117763585,0,0,0,0,0,0,0,0,0
1303410317922193408,0,0,0,0,0,0,0,0,0
1303384986045874177,0,0,0,0,0,0,0,0,0
1304383301231276035,0,0,0,0,0,0,0,0,0
1303098745119105024,1,1,1,0,0,0,0,0,0
1304614816460410880,0,0,0,0,0,0,0,0,0
1304418886029373441,1,0,0,1,0,0,1,0,0
1302711893912481792,0,0,0,0,0,0,0,0,0
1302803121744142336,0,0,0,0,0,0,0,0,0
1303707929003032577,0,0,0,0,0,0,0,0,0
1303851551509884929,0,0,0,0,0,0,0,0,0
1305476542974156800,0,0,0,0,0,0,0,0,0
1305627997047848963,1,0,1,1,0,1,1,0,1
1306285126725152768,0,0,0,0,0,0,0,0,0
1305569254784204802,0,0,0,0,0,0,0,0,0
1305880549412790273,0,0,0,0,0,0,0,0,0
1306660340222967809,0,0,0,0,0,0,0,0,0
1305628489110810624,0,0,0,0,0,0,0,0,0
1307463742930563072,0,0,0,0,0,0,0,0,0
1307029613374107649,0,0,0,0,0,0,0,0,0
1305965547591401472,0,0,0,0,0,0,0,0,0
1306284992784261120,0,0,0,0,0,0,0,0,0
